prod	ann_rpop
0102	1.318013694794747
0104	1.343841045178895
0201	0.5016538275796556
0202	2.107914053089085
0807	1.446813317826787
4101	1.4471056487042913
4106	3.3350478095534757
0106	4.072594282095066
0204	1.2196318100581407
0401	0.4153476697750152
0403	0.5726670181729835
0406	0.7682994163781571
0409	0.9019756355202807
0504	1.7944825540153557
0701	0.962060938369989
0704	0.4217388336841498
0706	0.27260218786700013
0707	0.32582133094673904
0708	2.4307786168728
0709	1.2048000145271314
0805	2.044831218319178
0808	0.6796825998089175
0809	0.5555315940751765
0910	2.282198374976517
1207	10.66962040835597
2001	1.110762222153995
2002	0.4816449352665349
2503	2.6019534037735292
2510	4.72261420140808
2515	1.2035475412521277
2602	2.8015525598994504
2610	0.5258611814418863
2814	1.3311841019744926
3303	0.7536659353314803
4102	2.4436727688861706
4105	4.634785245288323
5101	0.8172542955855286
6801	0.6532951891568634
6802	0.9862261788233468
7402	0.7199028581896019
7602	2.514665186289558
5705	0.6500425831695125
2601	1.3576909826347607
4402	3.2063633208266626
4819	1.1033168694605904
7102	1.7182953589254828
7204	3.115227194212048
7404	2.563135781873543
7902	0.9643533433004133
0203	0.37591103306652585
0206	1.4432681744867246
0209	0.21781208532466045
0210	0.1643280450740681
0405	1.2166695136382826
1001	5.070443818678994
1004	0.1387521772123891
1007	0.8070403261861282
1107	0.7787033542874012
1201	0.8937263113543554
1204	0.46241850647117394
1205	0.42726826244012056
1206	0.6644646567999404
1208	0.5769451119483198
1501	0.05483931348714891
1502	0.568995328825575
1703	1.606704989592368
2301	3.085433730688892
2304	1.0634039391871903
2306	1.7047644544045426
2701	1.0200661558504551
3501	0.26342099990338375
2827	0.792501298376618
4416	0.2728570315007412
8606	0.2504331317083719
4903	0.21941721784304194
0806	2.098582231641118
1202	2.9597588346709984
1509	0.7901035378617396
2526	0.3455682561948494
2607	0.8005970996831061
3001	0.2132706407033532
4303	0.1518343453816563
4503	0.24896642665255755
5105	0.834848091112882
2937	0.14211563004150565
4301	0.3250103014784789
0101	0.2849965855610134
0208	0.33701807983554255
2604	0.38591826203679214
0103	0.10185880668923146
2003	0.15445540423032755
4504	0.393518368975305
8604	0.28497576744248343
8403	0.29568149980955416
4704	0.4672040251091049
4705	0.14825244010406527
6903	0.3669995245941195
0301	0.9861251046835452
0302	2.1324883703936606
0305	2.4773011890994603
0307	3.2244794362391898
1513	0.7897515196479874
1604	3.3418681686991976
8538	0.3342268838274718
0303	12.242668763155702
0304	2.666849820433012
0306	2.057232816854625
0511	1.149975592200867
0604	0.7982716359311335
0804	4.657691191794587
1504	2.508842862754247
1511	1.8162384177196793
1517	1.3015620649121387
1605	0.54326227703235
2603	1.6624714157658915
2709	13.366588811485459
3915	1.0554515363241366
7108	2.601575903069342
8902	1.4459614107449352
8903	2.6481915484764817
8905	2.557615630067091
8907	1.2901581539350633
0714	0.6100544185705918
1102	1.7020362330328187
1801	5.063588849716518
2008	1.551964447892278
2609	0.551032177359095
4403	4.177785679312072
4409	1.8714780913039113
7501	0.4076732888117246
8901	3.932750094452146
8904	1.8008867449056307
8906	1.3392438511589209
0801	6.062148203574033
5608	1.5496974484635273
0901	9.046839203168739
1301	7.759679306878052
2302	2.180891561165997
2523	2.7593478423951825
2606	3.318016023819023
0711	1.0568754537875258
0713	7.742807189202967
0904	2.0730120487012305
0908	2.813917089776345
2511	1.6580311131756142
2605	0.4857150212247662
2608	1.0491388830390056
2614	0.9090730811586227
2615	2.12336691445378
2616	1.071448089283232
3802	1.8444416320155104
4001	5.5630495291747
7103	1.4662634930376108
1211	4.423874754547537
3301	2.2634453484593493
7101	0.28045026168674775
0702	0.7661075184229037
0404	0.6405061273402267
3916	0.30026668733295336
0105	0.4473131433970902
0407	0.8124251950008303
0601	0.2518129724839199
0703	1.0023943261674975
0909	4.916902970308272
4104	1.8161634201415853
0603	2.3376222746139774
1105	0.5577276483557934
1804	1.6619311439373194
0810	0.7052999023746768
2401	18.774457918300705
4107	1.686318233324925
0705	0.15833414477677873
0802	2.298962220058729
0813	1.5545782171185893
2007	1.6339562784898862
1214	0.4240393839317692
1512	1.4010867104134705
2005	0.7147168163772776
5205	1.9499435675372756
6108	0.7016386769999291
6109	2.0044074644296908
6203	1.3945549106045385
6305	4.0716442353798845
7214	1.6554638358466949
2612	0.8440225296874501
3103	2.1813337578567866
5201	16.586169550895697
5701	3.6702136250502404
0712	0.5995308599122443
6904	0.25117748134205026
2702	0.12467572356079752
2716	0.3563741212015589
5702	0.7970926241805402
6807	0.47756344018099994
5601	0.6905571185326596
0803	4.497343255602304
1008	1.8982814173785576
1515	1.541070222725401
1701	10.956113366334469
4103	2.2066923435192893
1101	2.1273451260037723
1905	1.1886243415201514
2009	2.0791778511181715
2103	0.8084976099351155
2104	1.6662766821217048
2201	1.6436651341666138
2202	1.9244865308934247
2208	3.7222573803936823
2402	4.935993076686299
2501	1.7980615293223057
3401	1.9616097810943935
3923	0.9613230211160373
4707	0.6292693553505876
6103	0.8576965592764211
6105	1.5309660824474758
6106	1.4012623818468057
6107	0.9768976487244486
6114	1.2227560206697454
6206	1.101933524319713
6207	1.5422925448372022
6310	3.80953991431635
6401	1.2304993893675107
6810	0.4568591702741667
7112	0.7905049347535632
7801	2.5688047199119053
1404	3.7021972444081976
2520	1.202370708164883
6205	1.8462451128207948
0811	0.7104833195183288
5202	2.6741757672897157
1006	6.672974198717258
1212	2.6708636079420547
1803	2.1459478603542235
5401	0.4323431625192037
5503	0.6276576059627683
5504	0.15594499661327701
5508	0.3628705744838066
6704	1.4221716656725358
7221	0.13685071846625393
9108	0.051433290368373775
9111	0.14500599324947094
4014	1.6289096835380443
1805	1.5639986552650957
4407	4.234288627392335
5208	1.8624526023642154
5810	0.5010059107051343
8001	0.6381288326784024
5804	0.738608159797459
3203	0.6274409708719774
1302	1.3502032286280914
1516	1.1656149273402328
1704	2.524199909599805
5513	1.2699888013651621
5501	1.08597880607359
0710	0.6482933410598897
2403	2.088994210638259
7314	0.44491576628037066
2207	1.6893918167877515
6111	1.2368775480655796
0902	6.425755833971172
3702	0.1839572520361364
7111	0.07432077107112281
9201	0.29525861430967026
2711	5.1787477167574165
2837	3.1574110305129524
1902	2.402487735895341
6209	1.4855619403416178
4817	0.5639827517142839
1003	0.7335651918319414
1005	1.1733805123947452
1514	0.1654221714215268
6601	0.24660343387810726
0207	1.6872219383335771
1601	0.5140472235228284
8716	0.7174699711347511
3104	2.702138026863831
4401	1.0490319902366583
0505	0.19345658919069933
9302	0.8587405718209539
1520	0.5331140636320718
2844	0.6106772413017462
3002	0.5713070126593282
1108	0.5512865924872076
4201	0.26256638436128527
1104	0.7773619189255008
1103	2.1018081188167863
2203	0.9628770704689389
3814	0.7573339671064977
1901	2.302079549848411
1904	0.468324220308054
3502	0.24177438052400307
1507	2.4887757082864166
2613	0.6779131054367574
2923	0.2726029697514592
3503	0.449854362629288
3821	0.22223223582611906
4703	0.3552142644928317
8602	0.3424211287139833
8603	0.04538544140302304
8432	0.5477846252628535
2308	0.48686434168262344
2703	0.8144900793106896
2706	0.11993639613536604
0408	0.1815933755076428
2204	0.7862005959822012
2303	0.40636010259407745
5106	0.27125533303869276
8601	0.08378125685828376
6204	0.9934648982338813
6406	0.4218136356468222
2004	0.17083983340723544
2829	0.31293806609409824
1519	1.1287301654918047
7317	0.6145119912428744
7601	2.9898382290344694
2101	1.6655722462286136
3808	1.1486094471303279
1209	1.6923064374717722
1602	0.75184794459789
6110	0.8627242011548365
2619	0.3704279412254228
6101	1.204867807110307
6102	0.9739689261419706
6104	0.6012386901714531
6115	0.4846493717477447
6208	1.0431964383920107
6211	1.0099225667261633
6212	0.669524346157802
2102	1.4985626320778844
3917	0.961596052825818
3305	0.543154546911633
2710	9.962168177609971
2714	2.1469423992661314
2715	1.9388732195421086
2840	0.39181818182178635
4408	3.817239112275021
5502	0.45412241048810326
3101	1.6812812153343901
2907	0.1828769906794039
4807	0.19654878948410306
0402	3.693261036506437
2106	1.922903026242098
3402	0.617926992815595
7306	0.7700208553909026
5510	0.4494851993915459
7006	0.08925021957152572
4818	0.7531600338967277
8203	0.438367406297589
7215	1.0233206415268563
3809	0.31162932725756093
3405	0.5879027883806782
1806	0.747668746042547
8438	1.118980965674567
7310	1.030466242495601
2206	0.6505886306648035
2517	0.6086676713879137
4415	0.47512905963810736
2105	0.4909631954825554
2811	0.3994149346829417
2309	0.572225611174628
0602	0.9737853418870168
7010	3.2761610122660385
2713	2.9365310745226547
2801	1.0510971186087146
2807	0.449263121449591
2901	0.7127465481761386
2909	0.6429452110369039
3102	8.023815748847875
3817	0.738802535183471
7203	1.330064937644645
7303	0.9135746140085342
2809	0.7573550996569587
2817	0.4888510903057412
3105	4.486836410367108
7206	0.6320009791876057
9406	3.3607364584254795
7612	0.6037624956798019
3003	1.5589969194859938
2835	1.300125904555121
2529	1.2961171829156697
7401	0.5813632606278846
2516	1.3391439263492584
6210	0.7558843401859981
6403	0.8964340152513887
7604	0.9709891561098497
3005	0.48344227871924034
7201	0.476925728507548
2836	2.15373716368929
2843	0.11621373048266638
8111	0.10586388117986717
2822	0.24601332065244363
7004	0.14860114741627106
7502	0.5913746957045007
2704	1.2628290836788723
2804	0.6339776361528708
2825	0.5848181630779543
2905	2.091660315174168
3602	1.3482012324727575
3603	1.037819184451628
4907	3.3961696051607886
6811	0.7387485402428988
7202	2.860447521985246
7207	1.9336803242532037
7208	1.030869605803009
7309	1.7456335499362736
7325	0.5263492543523747
7403	2.9328256373802266
7614	2.0310326340024556
7901	1.1702637278924881
8112	0.32684788738059395
8406	0.5865186409884239
8426	2.265147749663908
8474	1.8732813242588666
8802	2.3669013094676883
8908	3.0438100715593377
9301	0.9295154253781673
8425	0.8655435955966434
4901	1.1190276435680928
7217	0.7894010389539785
6809	0.7786892965098998
3925	0.4090681927267714
8454	0.31977429380422345
2505	0.5194559858911181
2507	0.2191963636640725
2530	1.2901883909958414
2708	0.37120873599037185
8105	1.1593012796709514
8710	1.1620479728119837
3202	0.7636346105431626
4418	0.5896420740526928
7106	0.49503914508576724
2519	0.4555704678716735
4203	0.4588420139684877
4421	0.4386308485679434
4702	0.16620317806656298
7110	0.08314596570187592
1518	0.4550656944439151
7504	0.11972609279374295
2812	0.10721017060473889
2841	0.783034146133491
2846	0.35481975948873284
2916	0.25246651421882044
2930	0.3352519130635612
2939	0.8905321900087819
4801	0.603840236706834
6803	0.15101376909808067
7406	0.16262078036875824
7505	0.17310464366339914
7506	0.1635298386759557
8407	0.3711803747006803
9705	1.605206315327648
9017	0.4400778910822786
2818	2.462580562464947
4412	0.8954138527750717
3816	0.48672779837433955
2522	0.7284166065633731
7210	0.7061140517975842
8003	0.08343223980399773
5911	0.2737492361937011
2830	0.3861204431485093
2826	0.77835930183465
9507	0.554033454648382
6506	0.4793285222675441
2833	1.1789938584540753
7315	0.521469180198344
8101	0.16541032553687676
8102	0.11132886800256714
2823	1.0142140029372055
7408	0.5631204355159285
8103	0.18404724325637115
8401	0.0868897892363705
4410	0.31458665962483284
7209	0.9615879225728826
4802	0.9385028416827341
6912	0.3848918932639799
4419	0.37872972050989623
7224	0.21983577600923074
8605	0.08162664756849101
3918	0.4697141559328105
2928	0.14445164192882015
3914	0.2297104898706257
7225	0.19939149520385538
7603	0.3530535114390581
2707	2.4195241504118283
6908	0.4909773128752146
7113	0.4337781858039946
7304	1.7596194596381527
7305	0.7485806765349612
8405	1.4058190176798309
8430	4.206312127555164
8431	1.408233524005266
9014	0.8188154604786771
9015	3.03699155275271
9706	0.9937318278803261
7312	0.7221223014280842
7610	0.5503816388888946
7307	0.4822083312050152
3212	0.5777355879117493
9028	1.4670639385851418
9101	0.9496641572845558
2805	1.0043103048364526
3818	0.14087015238859157
7609	0.41669842706394805
2850	0.15648007699292193
2910	0.04578188225880865
2915	0.36189116246111463
2919	0.25933355971491007
2929	1.2233878016344135
2931	0.15472339249422354
2935	0.13453939927076228
3705	0.08085453614593185
7014	0.056639029317722654
7104	0.4817471412754798
9010	0.09597496267752129
9012	0.24479103811416109
9013	0.05055352771115309
2902	0.526541497673781
7115	0.05659057657664343
7227	0.12007092179838226
7410	0.20965928276965223
8449	0.27312195965071273
2904	0.6073420954152718
2926	0.17743503962634657
4706	0.5020230998879406
8444	0.19183075651633244
2914	0.30653926353054345
9207	0.35167673424690743
2920	0.21038806806022525
7905	0.9857814191598104
8108	0.19917275540109153
4007	0.2710714301898439
8542	0.4792903189058543
8408	0.43045707984998205
2849	0.4590066912015611
3901	4.324675929585944
4805	0.5123047571167092
2912	0.4081190372209689
3903	0.3421336120968061
2906	0.11986073914569656
3207	0.15543431864544044
3908	0.09998756099944099
7002	0.1260050024772055
4002	0.3759095571662921
4810	0.5029655314676992
7009	0.16501252085629262
2921	0.17633754103797278
2924	0.2114352123874285
2925	0.19941049376009123
2941	0.44081803961732746
8476	0.16356122331603803
2834	1.673288129777344
3801	0.22498866068038506
2903	0.22715515018831023
3911	0.5635123650569335
6909	0.12384656841305994
7507	0.236029804707357
3404	0.25876608347507457
2934	0.23717551983866983
5403	0.3080539599590033
8445	0.5790301064533693
3905	0.3826300004565876
3204	0.5231974595673167
2922	0.3998053012010989
2932	0.30102356712965667
8522	0.12116559149050812
2940	0.31870600026678153
8470	0.9752042445097914
2933	0.4383264002923696
3822	0.6566144671923748
9003	0.17103257806222516
9113	0.24099057155648912
8209	0.15877808373120877
7116	0.22279252071368638
3004	0.9736939645965353
3306	0.6340449122893528
8436	0.6292637133007472
3208	0.5265386712763964
3302	1.7712839456621694
8410	1.0536614979589667
2938	0.24095088271076462
3701	0.2975768875472401
3703	0.3472783703931168
9114	0.11807089163193372
8527	0.41900048966610254
8505	0.19145027380125124
5907	0.3545913825709249
7219	0.3104694983321551
7220	0.16813729633824848
8545	0.3310884958892197
2803	0.2836002026419884
2815	1.148274900796818
3902	1.158248911902708
7605	1.962356332394487
3812	0.24941827358244023
3904	0.38580939324126984
9703	0.570173786011694
3815	0.6488357726962272
3819	0.6739645075877331
7222	0.20194860989336408
3403	0.41279179927686793
8310	0.4575611480227772
2847	0.8217886512325734
3504	0.20419940877822312
8439	0.28535194176827894
3906	0.2416437945053001
9024	0.37327204231945527
7223	0.1892495914973215
3909	0.42138837345486563
3924	0.7704106308876414
4821	0.863746809833576
9404	0.36528328441463565
3921	0.46263726784451764
4013	1.8214463498606104
4015	0.9306964190127862
6116	0.585669815006738
6216	0.42290314000958557
4011	0.9062578054636115
4902	0.28090583753529386
8453	0.7808965504099291
3214	0.39670372603720916
5212	1.4245604605438744
6301	0.4280837677884782
5007	0.1488549018496501
5209	1.5885461669045897
6214	0.9581220427173116
6112	1.335176195078308
6201	0.8467300256915608
6202	0.9171599345988113
4806	0.2341654962865353
4302	0.4993229518565186
7615	0.39696957767453844
2839	0.5409117474618077
4411	0.6404362061128147
4414	0.16621848851650473
4602	0.8614905175356473
8714	0.2906527240517119
6913	0.23139589770686847
3604	0.5316815772151428
3806	0.32433898053396004
4804	1.288343192585645
7226	0.17950425977105922
7211	0.2169957606208317
4823	0.4901174972167447
4808	0.5375194418589005
5801	0.7194223912503984
5107	0.1960586837317158
5206	0.7256751555682835
2508	0.8045960807314804
2712	1.5263474839871922
7419	0.2522082004905468
5210	1.190846607683304
5509	0.8011824942705775
6002	0.45662943988237237
9607	0.5324760009329469
9609	0.719791640342725
5515	1.18037973061378
5516	0.29302033357998
6302	1.091523083291278
5407	0.5262264361666995
5211	0.992049759045311
5514	0.9948719506669432
5806	0.41695856723892066
9603	0.4936590565275643
8446	0.5875675570841129
7005	0.4811511965168542
7013	0.5631972921896639
4809	0.7026848965916395
6702	0.12843471701447026
8711	0.6114006333458357
3912	0.6600058004229526
9602	0.5784109804295486
5512	0.6700879519547633
5408	0.5812818534909726
6914	0.3272484660416915
6911	0.4449738314022136
5402	0.5795861213996036
5807	0.5531610867327961
6001	0.46452016793877143
4908	0.48474896496009556
6113	0.7989190540193891
6505	0.611616791192096
6117	0.7462097549674914
6307	0.30952076597119926
4420	0.9354018404351805
6402	0.5355435821315655
6404	0.8256276584334704
6405	0.9219349300848104
6217	0.5254053702386628
4820	0.9879568154271562
7117	0.587372970360802
8712	0.6663586964256059
9401	0.2395709416608065
4205	0.414157497562246
8544	0.6518966454691811
6306	2.3534754422810433
6905	0.5749385347655127
6215	0.20331853819682594
8308	0.22576874253169604
6304	1.8891784498295232
6303	1.0452400878424208
5607	1.9327713791265067
7323	0.30876828925585803
9403	0.3771632811851778
3922	0.5073243409901964
9503	0.19190399999338237
9402	0.4036946707849751
8510	0.16940824318122213
8715	0.11381915303477906
9105	0.16177054803862648
9617	0.19817618562954803
8306	0.5362276189398979
9505	0.12192612825674229
8540	0.37960630289497715
8713	0.16382308482936214
7003	0.467144568666199
4811	0.5802893243677043
6907	0.2586559619195433
6910	0.4751600608588785
8528	0.34330761370858437
9612	0.35755642518240166
8805	0.6814409589791673
2917	0.24738813682223038
9102	0.3866361043327463
8206	0.8975711953827
9701	0.39189625195922856
8506	0.5862078938645278
8502	1.6785871051647037
2936	0.2866451195662086
3406	0.5304987239017219
1702	0.4294266804633172
3304	0.8377916641556967
2918	0.49462114431165477
8428	0.6693713756814593
3811	0.6702629643365531
7302	0.8128168729216756
7311	1.5840347429874044
6902	0.5322044481228423
7213	1.1984716387288208
3810	0.22334497615273766
4909	0.18223396894092492
8706	0.524788813676941
5902	0.196340457137269
7301	0.9090275155819671
3920	0.7543555227798571
7326	0.44528251986440226
7216	0.9063139016115888
6813	0.8477086098681893
7409	0.44742076950866716
6804	0.9859416411877553
7407	0.30366039902173697
7413	0.2772393028219673
2821	0.25685711702781244
7205	0.3927557286058545
7606	0.5704660184334253
8416	0.751551447350953
7508	0.5242992568706943
4814	0.14844831124465505
8513	0.15081004212574023
3307	0.584634010446932
7411	0.26261933732909326
8205	0.7759696014876833
8609	0.8971509691385987
9023	1.100496076733754
8459	0.9915731969058261
8535	0.8176052688351327
7608	0.19914145740989947
3505	0.2523486516081548
4006	0.29259337210397895
8507	0.8181808172753249
8705	2.5084095989615793
8427	0.5821895633067306
8429	1.5086523658422202
8420	0.37559984860342255
8464	0.6336238554634368
7308	1.2472355898015128
2620	0.4454021022409992
8437	1.2605282827075381
8309	0.838956962580708
8434	0.8184782680384866
8460	0.19259249428734365
3606	0.299400775552295
9615	0.1477562392831113
5309	0.3230952300868959
8447	0.6027776444045722
8452	0.40308780603034305
9606	0.4315883192450594
7228	0.2971452742078652
8455	0.44276692974317294
8414	0.45729707608333103
8467	0.3212560586972119
8413	0.473445604272479
9026	0.42119571649320126
8207	0.5376500076798568
4008	0.4363245196333211
8204	0.35660954660627836
8484	0.6428151039060878
4009	0.37971472431162573
4012	1.5551486275481905
9029	0.24012798608647182
8473	0.33004158730851946
8519	0.3615822940313258
8523	0.3656753841447651
9006	0.5899453004804259
8443	0.2554331604077464
8543	0.2639716800464706
9031	0.2954170825086212
9001	0.24212970374543052
9613	0.3292774629098918
8533	0.3097535514830603
8471	0.1980662245755224
8534	0.23888427998883216
8541	0.1558323683489738
8521	0.2921777694688004
8539	0.3712922623789318
8548	0.26414042794029446
8104	0.1838385226141656
9306	1.234284328999634
8450	0.37963126776027184
9305	0.3862043597786472
8478	1.4392401265255768
8608	0.46435329435523093
8483	0.3119946788623371
8607	0.36169602309818166
7008	0.22044591488173873
8482	0.2365556062284861
8530	0.7039241287782669
7322	0.22520344769335637
9007	0.9818373657046211
8701	0.800835223152988
8704	1.1270188077526984
8707	0.28342681475368464
8702	1.453797571733986
8703	0.5378877573338787
8411	1.114158769381048
8803	0.668772964105938
9020	0.7511224054918342
8485	0.9641008768804415
8423	0.7351698310911614
8419	0.5965133917831178
8201	1.4378939696057844
9002	0.14953811049845023
3215	0.28326789382030526
9019	0.3671567452473282
3910	0.11880454199009784
8457	0.09582698679272558
1109	0.24528682154365664
8113	0.08209754424062121
7218	0.10020187356469408
7018	0.33523807331795485
9011	0.21402086628842584
8456	0.22282617785379527
7503	0.31894711345774784
8468	0.766933083441323
9032	0.24999194416784046
9025	0.45454394139366083
8531	0.4442622049966386
8501	0.4988074853889838
9033	0.5696104317628611
8412	0.6843254770686227
8526	0.5694757905812029
6309	7.125735886441354
7114	0.1637816574612011
2942	1.0557410386159978
8458	0.27902042983944
3407	0.27995730178085937
9608	0.5258513324105255
4202	0.1686496248191531
8448	0.40725742463023806
8532	0.37869419006242316
8213	0.19969096550527138
9205	0.3531642553610474
9616	0.14703973567012318
8214	0.40055852424241384
8518	0.21400938801119263
9202	0.26792847857621727
2851	0.483206714499197
9209	0.355174654795328
8546	0.6282090933075624
8503	0.6350903564146303
9303	0.724506041621717
9304	1.5017860262278435
8514	0.42785861334209446
8212	0.8067798333280851
3707	0.2591602294625542
8215	0.21999072345133
8508	0.1915151094972853
3913	0.39621269123228925
3507	0.5477424280732888
5704	0.3425537214679949
5703	0.36643559359119954
8424	0.45812400415646903
8433	0.29889205871991265
3209	0.41853649962610356
4911	1.2518758817884057
8418	0.5499634211425626
3823	0.6249570573238918
8709	0.8376648050771627
3506	0.44400889115701575
9022	0.3403083211531003
9027	0.2519323414093872
9021	0.3036430951034927
8479	0.42802557737621216
8524	0.35902100700693956
7229	0.18153678511263022
8307	0.258818922738875
8311	0.5725254368567282
4005	0.17653065165364568
4803	1.0152228616339232
5111	0.3100489402849317
8517	0.9519633120104483
8529	0.41138968906602263
9504	0.642896039730544
6805	0.41379658909429584
8475	0.2814184364226672
9018	0.513056699740144
8472	1.5190835073190982
7412	0.12055497932922973
5112	0.23348542474753214
8525	0.4367994014504741
7418	0.46941378516640375
8417	0.7471879240542408
8442	0.4970708966092398
3206	0.9931799199645326
5906	0.18364050884794722
7020	0.22686125120002754
4813	0.8480256589386135
8511	0.24315715669841748
8451	0.4551341712733098
9004	0.2394846655834125
8202	0.35755172025501714
7017	0.3537675902651393
5404	0.7347423656912899
5602	0.6070973197726101
6815	0.24554307575432735
8441	0.45686831906439035
8477	0.6343911550411739
8440	0.5075377519031706
8463	0.5976358560704703
8422	0.45941800606868605
7318	0.33009509746237364
8461	0.33768479713453414
3820	0.2279719178212849
9030	0.5190666527585533
9005	0.9376607150065506
7212	0.37426094248537367
8515	0.3279830372075315
8465	0.44282268264268715
9506	0.3063092760613908
8466	0.1716092457799379
3210	0.7190667473827833
4010	0.5842111743826816
3006	0.829148874423176
8211	0.2779320461682996
3907	0.8356106998712576
7019	0.40969301505705874
8409	0.37717000059473305
7907	0.7531760019034723
5603	0.28120498106878883
8509	0.31426175466424633
6806	0.29057333847746375
7321	0.3920686813734319
8402	0.8452904307013741
9508	0.7825624143497529
8462	0.6340610549922133
8504	0.5664929051542006
7016	0.351142367826909
8301	0.322183335890728
8708	0.22517188518122952
8421	0.47428907397820647
3919	0.2313183209949869
7607	0.7699555389402314
9618	0.5919967764893714
7616	0.28443285198744717
8512	0.17242365577383179
8536	0.37595304289936377
8480	0.6390340119675811
8537	0.5386606697261971
8481	0.4335374779014027
8208	0.31488445113692903
7320	0.24338141957920256
9405	0.27966069262355675
8547	0.4709070297933018
8305	0.18290604473481664
8415	0.40261575022985074
4016	0.44543029670319245
7415	0.28677572663363604
3926	0.4301790446550189
8303	0.5235370905224728
7324	0.3130706267251947
8302	0.18913789097209766
5903	0.41738148692334076
7007	0.27923006040853793
8404	0.6171319056327239
8516	0.28609314209029585
